,date,benchmark_cum_return_pct,benchmark_return_change_pct,benchmark_cash,benchmark_shares,target_cum_return_pct,target_return_change_pct,target_cash,target_shares,target_performance_pct
1217,2002-10-17,-44.45011222012219,1.1607426475640947,0.0002602329604997067,409.308868408203,4.119732873100493,-0.261569814504746,11180.9945097416,-56.663879394530944,-1.4223124620688408
1218,2002-10-18,-44.45011222012219,0.0,0.0002602329604997067,409.308868408203,4.119733042344014,1.692435212807819e-07,10768.569574344207,-26.275123596191143,1.692435212807819e-07
1219,2002-10-21,-42.3607746358891,2.0893375842330864,0.0002602329604997067,409.308868408203,3.9856105047713752,-0.1341225375726389,10398.561059522037,2.5579538487363607e-13,-2.2234601218057253
1220,2002-10-22,-43.256203274950984,-0.8954286390618793,0.0002602329604997067,409.308868408203,3.9856105952204053,9.044903021004913e-08,10398.561059522037,2.5579538487363607e-13,0.8954287295109096
1221,2002-10-23,-40.96788018434125,2.288323090609734,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-2.288323090609734
1222,2002-10-24,-42.29444613376355,-1.326565949422298,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,1.326565949422298
1223,2002-10-25,-40.3709277583,1.923518375463551,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-1.923518375463551
1224,2002-10-28,-42.3607746358891,-1.9898468775891076,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,1.9898468775891076
1225,2002-10-29,-44.45011222012219,-2.0893375842330864,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,2.0893375842330864
1226,2002-10-30,-44.184802304708676,0.2653099154135141,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-0.2653099154135141
1227,2002-10-31,-44.61593552198041,-0.43113321727173415,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,0.43113321727173415
1228,2002-11-01,-43.521517283453186,1.0944182385272228,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-1.0944182385272228
1229,2002-11-04,-40.13878004740491,3.3827372360482775,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-3.3827372360482775
1230,2002-11-05,-38.215257578852665,1.9235224685522467,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-1.9235224685522467
1231,2002-11-06,-37.452485944041875,0.7627716348107882,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-0.7627716348107882
1232,2002-11-07,-39.44233691471966,-1.9898509706777867,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,1.9898509706777867
1233,2002-11-08,-41.36585119709454,-1.923514282374883,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,1.923514282374883
1234,2002-11-11,-42.393936840407534,-1.028085643312987,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,1.028085643312987
1235,2002-11-12,-41.79698850745496,0.5969483329525682,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-0.5969483329525682
1236,2002-11-13,-40.6362376737135,1.1607508337414585,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-1.1607508337414585
1237,2002-11-14,-39.90663233650983,0.7296053372036759,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-0.7296053372036759
1238,2002-11-15,-38.54690008948041,1.359732247029416,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-1.359732247029416
1239,2002-11-18,-39.27651361286145,-0.7296135233810397,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,0.7296135233810397
1240,2002-11-19,-39.70765092322186,-0.43113731036041325,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,0.43113731036041325
1241,2002-11-20,-38.48057158735485,1.2270793358670151,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-1.2270793358670151
1242,2002-11-21,-35.16416285343213,3.3164087339227155,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-3.3164087339227155
1243,2002-11-22,-35.23049135555768,-0.06632850212554553,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,0.06632850212554553
1244,2002-11-25,-34.86569073350019,0.36480062205749286,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-0.36480062205749286
1245,2002-11-26,-36.95502831773328,-2.0893375842330917,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,2.0893375842330917
1246,2002-11-27,-34.03658241038647,2.918445907346806,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,-2.918445907346806
1247,2002-11-29,-34.26873421437024,-0.2321518039837711,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,0.2321518039837711
1248,2002-12-02,-35.69479087043653,-1.4260566560662824,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,1.4260566560662824
1249,2002-12-03,-38.51373788496198,-2.818947014525447,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,2.818947014525447
1250,2002-12-04,-41.36585119709454,-2.8521133121325706,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,2.8521133121325706
1251,2002-12-05,-41.49850820134564,-0.1326570042510966,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,0.1326570042510966
1252,2002-12-06,-43.05721776857433,-1.5587095672286944,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,10398.561059522037,2.5579538487363607e-13,1.5587095672286944
1253,2002-12-09,-44.11847380258313,-1.061256034008795,0.0002602329604997067,409.308868408203,3.9856105952204053,0.0,-1.638876506149245e-05,761.6512737274171,1.061256034008795
1254,2002-12-10,-43.48835507893475,0.6301187236483763,0.0002602329604997067,409.308868408203,5.1581522110746665,1.1725416158542612,401.0158056520428,732.6060485839845,0.5424228922058849
1255,2002-12-11,-43.3876241664195,0.10073091251525113,0.0002602329604997067,409.308868408203,5.3384464349338305,0.18029422385916413,899.2023701207058,696.5870361328126,0.079563311343913
1256,2002-12-12,-43.3540403737666,0.03358379265290257,0.0002602329604997067,409.308868408203,5.395601433697302,0.057154998763471465,1279.1956476468893,669.1297149658204,0.0235712061105689
1257,2002-12-13,-44.52926846218365,-1.1752280884170518,0.0002602329604997067,409.308868408203,3.474362616107428,-1.9212388175898745,1279.1956476468893,669.1297149658204,-0.7460107291728225
1258,2002-12-16,-43.32046476729108,1.208803694892574,0.0002602329604997067,409.308868408203,5.4504900207216815,1.9761274046142536,1622.0886618895338,644.3678398132325,0.7673237097216796
1259,2002-12-17,-42.81679383236005,0.5036709349310331,0.0002602329604997067,409.308868408203,6.243410436365848,0.7929204156441667,1900.0681887252608,624.4704780578614,0.2892494807131336
1260,2002-12-18,-44.49569285570813,-1.678899023348085,0.0002602329604997067,409.308868408203,3.6819635960602315,-2.5614468403056168,2499.406462887309,580.2731018066407,-0.8825478169575317
1261,2002-12-19,-45.60376154499676,-1.1080686892886271,0.0002602329604997067,409.308868408203,2.1110658499586132,-1.5708977461016183,1900.0682207603702,625.3707923889161,-0.46282905681299114
1262,2002-12-20,-44.730734380302856,0.8730271646939014,0.0002602329604997067,409.308868408203,3.4449380634337103,1.333872213475097,2316.922370539389,594.4997272491456,0.46084504878119575
1263,2002-12-23,-44.15991223242077,0.570822147882083,0.0002602329604997067,409.308868408203,4.274027345276754,0.8290892818430435,2700.85834930592,566.3571491241456,0.25826713396096057
1264,2002-12-24,-44.898628785035214,-0.7387165526144435,0.0002602329604997067,409.308868408203,3.2518717502977412,-1.0221555949790129,3412.694717998029,513.4798908233644,-0.2834390423645694
1265,2002-12-26,-44.3949537570155,0.5036750280197178,0.0002602329604997067,409.308868408203,3.883734637018606,0.6318628867208644,3867.9107608980503,479.97142601013195,0.12818785870114674
1266,2002-12-27,-46.24174309200726,-1.8467893349917663,0.0002602329604997067,409.308868408203,1.7181179271535623,-2.1656167098650436,4281.975907173745,448.44500541687023,-0.3188273748732772
1267,2002-12-30,-46.141008086403325,0.10073500560394133,0.0002602329604997067,409.308868408203,1.828484798517402,0.1103668713638397,4840.002173984024,406.03702354431164,0.00963186575989837
1268,2002-12-31,-45.234405315233886,0.9066027711694347,0.0002602329604997067,409.308868408203,2.7278404559929004,0.8993556574754986,5436.332143748915,361.46832084655773,-0.007247113693936019
1269,2003-01-02,-42.04450167327008,3.1899036419638094,0.0002602329604997067,409.308868408203,5.544904198692275,2.8170637426993745,6070.5666738412765,316.67570686340343,-0.37283989926443495
1270,2003-01-03,-41.708725143071405,0.3357765301986726,0.0002602329604997067,409.308868408203,5.8046891880868134,0.2597849893945382,6865.261499578957,260.8739337921143,-0.07599154080413437
1271,2003-01-06,-38.72028741922681,2.9884377238446005,0.0002602329604997067,409.308868408203,7.7093768633906805,1.9046876753038677,8345.402189508943,162.01009941101083,-1.0837500485407325
1272,2003-01-07,-39.39184866580152,-0.671561246574709,0.0002602329604997067,409.308868408203,7.443563678911231,-0.26581318447944924,9059.194499032568,113.80510902404794,0.4057480620952597
1273,2003-01-08,-40.634227967169615,-1.2423793013681017,0.0002602329604997067,409.308868408203,7.098129888320018,-0.3454337905912139,9876.676217047887,57.44223976135264,0.8969455107768878
1274,2003-01-09,-39.29110956710889,1.3431184000607277,0.0002602329604997067,409.308868408203,7.286622744157775,0.18849285583775743,9876.676217047887,57.44223976135264,-1.1546255442229703
1275,2003-01-10,-39.05606804251416,0.23504152459472571,0.0002602329604997067,409.308868408203,7.319608375918342,0.032985631760566736,9876.676217047887,57.44223976135264,-0.20205589283415898
1276,2003-01-13,-38.55240120067181,0.503666841842354,0.0002602329604997067,409.308868408203,7.390292775211874,0.0706843992935316,10331.134264166754,27.17031288146984,-0.4329824425488224
1277,2003-01-14,-37.981570866612365,0.5708303340594467,0.0002602329604997067,409.308868408203,7.4281849173271794,0.037892142115306116,10742.81849379238,1.3855583347321954e-13,-0.5329381919441406
1278,2003-01-15,-39.593314583920716,-1.611743717308356,0.0002602329604997067,409.308868408203,7.428184937923815,2.059663550824098e-08,10742.81849379238,1.3855583347321954e-13,1.6117437379049915
1279,2003-01-16,-39.39184866580152,0.20146591811920356,0.0002602329604997067,409.308868408203,7.428184937923815,0.0,10742.81849379238,1.3855583347321954e-13,-0.20146591811920356
1280,2003-01-17,-40.23129203784253,-0.8394433720410155,0.0002602329604997067,409.308868408203,7.428184937923815,0.0,10742.81849379238,1.3855583347321954e-13,0.8394433720410155
1281,2003-01-21,-42.41385790303296,-2.182565865190428,0.0002602329604997067,409.308868408203,7.428184937923815,0.0,10742.81849379238,1.3855583347321954e-13,2.182565865190428
